name,type,n,percent
Olivia Wilde Scandal-Plagued Film Could Dominate Festival Attention,WORK_OF_ART,1,0.00017624250969333803
Omar,PERSON,1,0.00017624250969333803
Omicron,ORG,2,0.00035248501938667606
Omicron Overrated,PERSON,1,0.00017624250969333803
"Omicron, Reinfections",ORG,1,0.00017624250969333803
One,CARDINAL,8,0.0014099400775467042
One century,DATE,1,0.00017624250969333803
Only 1,CARDINAL,2,0.00035248501938667606
Only 15%,PERCENT,1,0.00017624250969333803
Only 397,CARDINAL,1,0.00017624250969333803
Only 6-8,CARDINAL,1,0.00017624250969333803
Ontario,GPE,1,0.00017624250969333803
Operation London Bridge,ORG,1,0.00017624250969333803
Opioids,PERSON,1,0.00017624250969333803
Oprah,PERSON,1,0.00017624250969333803
Oprah Launches,PERSON,1,0.00017624250969333803
Optimus,PERSON,2,0.00035248501938667606
Orban,ORG,1,0.00017624250969333803
Orban Graft Concerns,PERSON,1,0.00017624250969333803
"Orban, Scourge of Liberals",ORG,1,0.00017624250969333803
Orcas,GPE,1,0.00017624250969333803
Oregon,GPE,5,0.0008812125484666902
Oregon Dems,ORG,1,0.00017624250969333803
Oregon SAFEWAY,ORG,1,0.00017624250969333803
Organization's,ORG,1,0.00017624250969333803
Orthodox Christians,NORP,1,0.00017624250969333803
Orwell,ORG,1,0.00017624250969333803
Oslo,GPE,1,0.00017624250969333803
"Outbreak Leaves Risks, Questions in Wake",ORG,1,0.00017624250969333803
Outbreak of Rare Ebola Strain Declared,ORG,1,0.00017624250969333803
Outcry,PERSON,1,0.00017624250969333803
Outer Banks,ORG,1,0.00017624250969333803
Outlook Tightens,PERSON,1,0.00017624250969333803
Outright Win,PERSON,1,0.00017624250969333803
Outspoken,ORG,1,0.00017624250969333803
"Over 1,000",CARDINAL,1,0.00017624250969333803
Over 300%,PERCENT,1,0.00017624250969333803
"Over 4,000",CARDINAL,1,0.00017624250969333803
Over 7%,PERCENT,1,0.00017624250969333803
Overturn Election Using ',ORG,1,0.00017624250969333803
Own Narrative,ORG,1,0.00017624250969333803
Oxygen,PERSON,1,0.00017624250969333803
Ozzy Osbourne,PERSON,1,0.00017624250969333803
PA,GPE,13,0.0022911526260133946
PAC,ORG,1,0.00017624250969333803
PARLER,ORG,2,0.00035248501938667606
PASSPORTS,ORG,1,0.00017624250969333803
PATAGONIA,ORG,2,0.00035248501938667606
PELOSI ATTACKER CONFESSES,ORG,1,0.00017624250969333803
PELOSI HUSBAND,PERSON,1,0.00017624250969333803
PENGUINRANDOMHOUSESIMONSCHUSTER,ORG,1,0.00017624250969333803
PENN STATE Cancels Event by Proud Boys Founder,ORG,1,0.00017624250969333803
PHONE,ORG,3,0.0005287275290800141
PLAYS,PERSON,1,0.00017624250969333803
PM Slot,ORG,1,0.00017624250969333803
PODIUM,ORG,1,0.00017624250969333803
POOR LIFE RATINGS RECORD,ORG,1,0.00017624250969333803
POPE,ORG,1,0.00017624250969333803
POPE PRAYS NO NUKE DISASTER,ORG,1,0.00017624250969333803
POPEYE,ORG,1,0.00017624250969333803
POSSIBILITY,ORG,1,0.00017624250969333803
PPP,ORG,1,0.00017624250969333803
PROJECT VERITAS,ORG,1,0.00017624250969333803
PUTIN,GPE,2,0.00035248501938667606
PUTIN,PERSON,1,0.00017624250969333803
PUTIN ECHOING STALIN,ORG,1,0.00017624250969333803
PUTIN NUKE FINALE,PERSON,1,0.00017624250969333803
PUTIN THREATENS WEST WITH NUKES,ORG,1,0.00017624250969333803
Pacific,LOC,3,0.0005287275290800141
Pacific Ocean,LOC,1,0.00017624250969333803
Pages Seized,ORG,1,0.00017624250969333803
Palestinian,NORP,1,0.00017624250969333803
Palestinian Authority,ORG,1,0.00017624250969333803
Palestinians,NORP,1,0.00017624250969333803
Palin,GPE,1,0.00017624250969333803
Palin Personal Grudge,ORG,1,0.00017624250969333803
Paralyzing,GPE,1,0.00017624250969333803
Paris,GPE,4,0.0007049700387733521
Park,PERSON,1,0.00017624250969333803
Park Avenue,FAC,1,0.00017624250969333803
Past Three Hours,TIME,1,0.00017624250969333803
Patriot Front,ORG,1,0.00017624250969333803
Patton,GPE,1,0.00017624250969333803
Paul Allen,PERSON,1,0.00017624250969333803
Paul Pelosi,PERSON,1,0.00017624250969333803
Pause Spending,GPE,1,0.00017624250969333803
Paxlovid,PERSON,1,0.00017624250969333803
Paxlovid Mouth,PERSON,1,0.00017624250969333803
Peak Brain Health Hinges,ORG,1,0.00017624250969333803
Pearl Harbor-style,PERSON,1,0.00017624250969333803
Pediatric Respiratory Viruses Straining Hospitals,ORG,1,0.00017624250969333803
Pelosi,GPE,1,0.00017624250969333803
Pelosi Gambit Reshapes Political Risk,FAC,1,0.00017624250969333803
Pence,PRODUCT,1,0.00017624250969333803
Penn State,ORG,1,0.00017624250969333803
Pennsylvania,GPE,2,0.00035248501938667606
Pennsylvania Candidate Posed,ORG,1,0.00017624250969333803
Pennsylvanians,NORP,1,0.00017624250969333803
Pentagon,ORG,14,0.0024673951357067326
Pentagon Assessing Options,ORG,1,0.00017624250969333803
Pentagon Coy on Role,ORG,1,0.00017624250969333803
Pentagon Naval,ORG,1,0.00017624250969333803
Persian Gulf,LOC,1,0.00017624250969333803
Peter Thiel,PERSON,1,0.00017624250969333803
Phantom Galaxy',PERSON,1,0.00017624250969333803
Philly,GPE,3,0.0005287275290800141
Philly Residents Fight,ORG,1,0.00017624250969333803
Phoenix,GPE,4,0.0007049700387733521
Phoenix Sets Record,ORG,1,0.00017624250969333803
Picasso,PERSON,1,0.00017624250969333803
Piglet,LOC,1,0.00017624250969333803
Pirro,ORG,1,0.00017624250969333803
Planet Killer' Asteroid Spotted,WORK_OF_ART,1,0.00017624250969333803
Planned Parenthood,ORG,1,0.00017624250969333803
Playboy,WORK_OF_ART,1,0.00017624250969333803
Plots Metaverse Domination,ORG,1,0.00017624250969333803
Poland,GPE,5,0.0008812125484666902
Polanski,PERSON,1,0.00017624250969333803
Polio,PERSON,1,0.00017624250969333803
Polio Vax Urged,PERSON,1,0.00017624250969333803
Ponzi,ORG,2,0.00035248501938667606
Pope,PERSON,5,0.0008812125484666902
Pope Francis,PERSON,1,0.00017624250969333803
Populist,NORP,1,0.00017624250969333803
Porn Star Rocco Siffredi,ORG,1,0.00017624250969333803
Portland,GPE,2,0.00035248501938667606
Post Malone,ORG,2,0.00035248501938667606
Post-Roe,ORG,1,0.00017624250969333803
Pound,PERSON,1,0.00017624250969333803
Powell,PERSON,3,0.0005287275290800141
Powell Inflation Whisperer,ORG,1,0.00017624250969333803
Powell Rates Reality Hits Full Force,PERSON,1,0.00017624250969333803
Powell's Dilemma: What if Inflation,ORG,1,0.00017624250969333803
Power,GPE,1,0.00017624250969333803
Precision Bombing Drill',WORK_OF_ART,1,0.00017624250969333803
Presence In Midterms Risky,ORG,1,0.00017624250969333803
Pretend You Live,WORK_OF_ART,1,0.00017624250969333803
Pretext,GPE,1,0.00017624250969333803
Pretty Nice,ORG,1,0.00017624250969333803
Prince,GPE,1,0.00017624250969333803
Prince Alwaleed,PERSON,1,0.00017624250969333803
Prince Charles,PERSON,1,0.00017624250969333803
Prince Harry Memoir,PERSON,1,0.00017624250969333803
Prince William Moves Into,ORG,1,0.00017624250969333803
Private Equity,ORG,1,0.00017624250969333803
Private Texts Reveal World's,ORG,1,0.00017624250969333803
Pro-Life Pregnancy Centers,ORG,1,0.00017624250969333803
Pro-Trump,ORG,1,0.00017624250969333803
Prosecute,ORG,1,0.00017624250969333803
Prosecute Teen for Abortion,ORG,1,0.00017624250969333803
Protesters Swarm City Council Meeting,ORG,1,0.00017624250969333803
Protests,NORP,2,0.00035248501938667606
Proud Boys,PERSON,1,0.00017624250969333803
Puerto Rico,GPE,5,0.0008812125484666902
Pull Bible,PERSON,1,0.00017624250969333803
Purge,PERSON,1,0.00017624250969333803
Pursue Maltese Citizenship,PERSON,1,0.00017624250969333803
Pushback,GPE,1,0.00017624250969333803
Putin,GPE,1,0.00017624250969333803
Putin,PERSON,50,0.008812125484666901
Putin Allies,PERSON,1,0.00017624250969333803
Putin Boasts,PERSON,1,0.00017624250969333803
Putin Cronies Threaten,PERSON,1,0.00017624250969333803
Putin Nuke,PERSON,1,0.00017624250969333803
Putin Orders,PERSON,1,0.00017624250969333803
Putin Plotting,PERSON,1,0.00017624250969333803
Putin Private Army Accused of Committing Most Heinous Massacre,ORG,1,0.00017624250969333803
Putin Set,PERSON,2,0.00035248501938667606
Pyongyang,GPE,2,0.00035248501938667606
QANON,PRODUCT,1,0.00017624250969333803
QANON Backing Sec,ORG,1,0.00017624250969333803
QANTAS,ORG,1,0.00017624250969333803
QAnon,LOC,1,0.00017624250969333803
QAnon,PRODUCT,2,0.00035248501938667606
QAnon 'Storm',ORG,1,0.00017624250969333803
QB,ORG,2,0.00035248501938667606
Qatar,GPE,3,0.0005287275290800141
Qatar World Cup,EVENT,2,0.00035248501938667606
Quarter,CARDINAL,1,0.00017624250969333803
Quarter Century,DATE,1,0.00017624250969333803
Queen,GPE,1,0.00017624250969333803
Queen,PERSON,7,0.0012336975678533663
Queen POSTPONES,PERSON,1,0.00017624250969333803
Quiet-Quitting Stifling Business,ORG,1,0.00017624250969333803
RALPH LAUREN,PERSON,1,0.00017624250969333803
RANKED,ORG,1,0.00017624250969333803
REALCLEAR PREDICTS REPUBLICAN MAJORITY,PERSON,1,0.00017624250969333803
RECORD LOW AUDIENCE,PERSON,1,0.00017624250969333803
REGAL,ORG,1,0.00017624250969333803
RESEARCH,PERSON,1,0.00017624250969333803
REVIEW,ORG,4,0.0007049700387733521
RFK,ORG,1,0.00017624250969333803
RI,GPE,1,0.00017624250969333803
RINGS,ORG,2,0.00035248501938667606
RISHI REPLACE,ORG,1,0.00017624250969333803
ROVE,PERSON,1,0.00017624250969333803
ROYALS,ORG,1,0.00017624250969333803
RSV,ORG,2,0.00035248501938667606
RUN,ORG,1,0.00017624250969333803
RUSSIAN MISSILE HITS,ORG,1,0.00017624250969333803
Racist Comments,ORG,1,0.00017624250969333803
Racist Heckling in Incident Covered,ORG,1,0.00017624250969333803
Racist f*****s',WORK_OF_ART,1,0.00017624250969333803
Raid,PERSON,1,0.00017624250969333803
Raid Pro-Bolsonaro,PERSON,1,0.00017624250969333803
Rainwater,PERSON,1,0.00017624250969333803
Raise Child,ORG,1,0.00017624250969333803
Raises,PERSON,1,0.00017624250969333803
Raises Crime Concerns for Business,ORG,1,0.00017624250969333803
Raises Legal Eyebrows,ORG,1,0.00017624250969333803
Ralph Nader,PERSON,1,0.00017624250969333803
Rand Paul,PERSON,1,0.00017624250969333803
Rand Threatens Fauci,PERSON,1,0.00017624250969333803
Ranks Orders,ORG,1,0.00017624250969333803
Rare Rainbow ',PERSON,1,0.00017624250969333803
Raw Sewage Swirls,ORG,1,0.00017624250969333803
ReAwaken,PERSON,1,0.00017624250969333803
Reaganomics,NORP,1,0.00017624250969333803
Reality Show for Our Surveillance Dystopia,WORK_OF_ART,1,0.00017624250969333803
Reassure Britons,PERSON,1,0.00017624250969333803
Rebuild FL,PERSON,1,0.00017624250969333803
Recapturing Oil Riches,ORG,1,0.00017624250969333803
Record Numbers,PERSON,1,0.00017624250969333803
Recruit More Troops as,ORG,1,0.00017624250969333803
Red Sea,LOC,1,0.00017624250969333803
Red States,GPE,1,0.00017624250969333803
Red States',GPE,1,0.00017624250969333803
Reduce Jail Population End,PERSON,1,0.00017624250969333803
Refuse Clerks,PERSON,1,0.00017624250969333803
"Reggae, Soft Rock",ORG,1,0.00017624250969333803
"Rehire, Pay Back Wages",ORG,1,0.00017624250969333803
Reinvention' Coming to ',ORG,1,0.00017624250969333803
Reno,PERSON,1,0.00017624250969333803
Republican,NORP,34,0.005992245329573493
Republican $100 million,MONEY,1,0.00017624250969333803
Republican Govs Bus Immigrants,ORG,1,0.00017624250969333803
Republican Party,ORG,1,0.00017624250969333803
Republicans,NORP,52,0.009164610504053579
Republicans Blowing ',ORG,1,0.00017624250969333803
Republicans Freak Out Over 'Divisive' Biden Speech,WORK_OF_ART,1,0.00017624250969333803
Republicans Losing Midterms Would Be Political Chokejob,ORG,1,0.00017624250969333803
"Restaurants, Bars",ORG,1,0.00017624250969333803
Retelling Tale of,ORG,1,0.00017624250969333803
Revenge Raid,PERSON,1,0.00017624250969333803
Reversal,GPE,1,0.00017624250969333803
Review Seized Material,ORG,1,0.00017624250969333803
Revolutionary Guards,ORG,1,0.00017624250969333803
Richest Tech Billionaires Have Lost Half Trillion Dollars,WORK_OF_ART,1,0.00017624250969333803
Richmond Can Remove Last Confederate Statue,EVENT,1,0.00017624250969333803
Rick Scott,PERSON,1,0.00017624250969333803
Ricky Gervais,PERSON,1,0.00017624250969333803
Ridley Scott,PERSON,1,0.00017624250969333803
Right Set for Landslide Win,ORG,1,0.00017624250969333803
Rings',ORG,1,0.00017624250969333803
Rise and Fall of Space Superpower,ORG,1,0.00017624250969333803
Rise and Fracture,ORG,1,0.00017624250969333803
Rise of Conservative Radio Juggernaut,ORG,1,0.00017624250969333803
Rise of Mobile Gambling Leaving People Ruined -- Unable,ORG,1,0.00017624250969333803
Riyadh,GPE,1,0.00017624250969333803
Robert Bigelow,PERSON,1,0.00017624250969333803
Roberts,PERSON,1,0.00017624250969333803
Robot Arms Replacing Shelf Stockers,ORG,1,0.00017624250969333803
Rockies,ORG,1,0.00017624250969333803
Rodgers,PERSON,3,0.0005287275290800141
Roe,LAW,4,0.0007049700387733521
Roe v. Wade,LAW,1,0.00017624250969333803
Rogan,PERSON,1,0.00017624250969333803
Roger Stone Claims Video,PERSON,1,0.00017624250969333803
Roger Waters,PERSON,1,0.00017624250969333803
Roman,NORP,2,0.00035248501938667606
Rome,GPE,2,0.00035248501938667606
Rome Swamped With Fascist Images on,ORG,1,0.00017624250969333803
Romney,ORG,1,0.00017624250969333803
Romney,PERSON,1,0.00017624250969333803
Ron,PERSON,2,0.00035248501938667606
Ron Flattens Don,PERSON,1,0.00017624250969333803
Ron Jeremy Rape Accuser Comes Forward,PERSON,1,0.00017624250969333803
Roubini,ORG,1,0.00017624250969333803
Royal Spotlight,ORG,1,0.00017624250969333803
Rubio,GPE,5,0.0008812125484666902
Rubio,PERSON,1,0.00017624250969333803
Rules,PERSON,1,0.00017624250969333803
Rushdie,PERSON,6,0.0010574550581600281
Russia,GPE,55,0.009693338033133592
Russia Rocket-Toting Robot Dog Is Chinese,ORG,1,0.00017624250969333803
Russian,LANGUAGE,1,0.00017624250969333803
Russian,NORP,30,0.005287275290800141
Russian Hypersonic Missile Accidentally Strikes,ORG,1,0.00017624250969333803
Russian Military Leaders Discuss Use,ORG,1,0.00017624250969333803
Russians,NORP,11,0.0019386676066267183
Ryan,PERSON,1,0.00017624250969333803
Ryan Murphy,PERSON,2,0.00035248501938667606
S Carolina,GPE,1,0.00017624250969333803
SADISTIC,ORG,1,0.00017624250969333803
SATURDAY NIGHT LIVE',WORK_OF_ART,1,0.00017624250969333803
SATURDAY NIGHT LIVE' MOCKS KANYE,WORK_OF_ART,1,0.00017624250969333803
SAUDI ARAMCO,NORP,1,0.00017624250969333803
SAVE AMERICA',ORG,1,0.00017624250969333803
SC,ORG,2,0.00035248501938667606
SCarolina,GPE,1,0.00017624250969333803
SDakota,ORG,1,0.00017624250969333803
SEARCH WARRANT TEXT,ORG,1,0.00017624250969333803
SEC,ORG,4,0.0007049700387733521
SECOND row,DATE,1,0.00017624250969333803
SENATE,ORG,3,0.0005287275290800141
SEPTEMBER,DATE,1,0.00017624250969333803
SF,GPE,2,0.00035248501938667606
SF Bay Area,LOC,1,0.00017624250969333803
SIMPSON,ORG,1,0.00017624250969333803
SIX,CARDINAL,1,0.00017624250969333803
SKorea,ORG,2,0.00035248501938667606
SKorea Conduct ',PERSON,1,0.00017624250969333803
SKorea Revive Live Military Drills,ORG,1,0.00017624250969333803
SNAPCHAT,ORG,1,0.00017624250969333803
SNL,ORG,3,0.0005287275290800141
SOS,ORG,1,0.00017624250969333803
SPAC,ORG,1,0.00017624250969333803
SPACEXTMOBILE,ORG,1,0.00017624250969333803
SPLIT AS,ORG,1,0.00017624250969333803
SPOTIFY,ORG,1,0.00017624250969333803
SPOTIFY Cuts Original Podcasts,ORG,1,0.00017624250969333803
SQUIRMS,PERSON,1,0.00017624250969333803
STANFORD,ORG,1,0.00017624250969333803
STARBUCKS,ORG,3,0.0005287275290800141
STARBUCKS Showdown,PRODUCT,1,0.00017624250969333803
STARLINK,ORG,3,0.0005287275290800141
STD,ORG,3,0.0005287275290800141
STEAL,ORG,1,0.00017624250969333803
STUNS,ORG,1,0.00017624250969333803
SUES TRUMP CLAN,PERSON,1,0.00017624250969333803
SUNDANCE Darling ',ORG,1,0.00017624250969333803
SUSPENDS,PRODUCT,1,0.00017624250969333803
Sailor,PRODUCT,1,0.00017624250969333803
Salman,PERSON,1,0.00017624250969333803
Salman Rushdie,PERSON,1,0.00017624250969333803
Salt Lake City,GPE,1,0.00017624250969333803
Salton Sea,LOC,1,0.00017624250969333803
San Andreas,LOC,1,0.00017624250969333803
San Bernardino,GPE,1,0.00017624250969333803
San Bernardino County,GPE,1,0.00017624250969333803
San Diego,GPE,1,0.00017624250969333803
San Fran,GPE,8,0.0014099400775467042
San Fran,LOC,1,0.00017624250969333803
San Fran Race ',LOC,1,0.00017624250969333803
San Fran's,GPE,2,0.00035248501938667606
San Franciscans,NORP,1,0.00017624250969333803
Sanders,ORG,1,0.00017624250969333803
Sandy Hook,PERSON,5,0.0008812125484666902
Sandy Hook Families,PERSON,1,0.00017624250969333803
Sanibel Island ',GPE,1,0.00017624250969333803
Sarandon Shares Alarming Video of Homeless Encampment,ORG,1,0.00017624250969333803
Satanic,ORG,1,0.00017624250969333803
Satanic,PERSON,1,0.00017624250969333803
Satanic Panic,ORG,1,0.00017624250969333803
Satanist,PERSON,1,0.00017624250969333803
Satellites,ORG,1,0.00017624250969333803
Saudi,NORP,15,0.0026436376454000705
Saudi Arabia,GPE,3,0.0005287275290800141
Saudi Arabia Lures Executives,GPE,1,0.00017624250969333803
Saudi Arabia Pushes Back,GPE,1,0.00017624250969333803
Saudi Bets,ORG,1,0.00017624250969333803
Saudi Energy Company Board,ORG,1,0.00017624250969333803
Saudi Nuclear Probe Resurfaces Ahead of Warrant Unseal,ORG,1,0.00017624250969333803
Saudis,NORP,4,0.0007049700387733521
Save War,EVENT,1,0.00017624250969333803
Say Gay',ORG,1,0.00017624250969333803
Saylor,PERSON,1,0.00017624250969333803
Scammed,PERSON,1,0.00017624250969333803
Scammer,PERSON,1,0.00017624250969333803
Scams,ORG,1,0.00017624250969333803
Scarce Workers,ORG,1,0.00017624250969333803
Scarf,ORG,1,0.00017624250969333803
Schmidt,PERSON,1,0.00017624250969333803
Schools,GPE,1,0.00017624250969333803
Schools Face Increase,ORG,1,0.00017624250969333803
Schrader,ORG,1,0.00017624250969333803
Schultz,PERSON,1,0.00017624250969333803
Schumer,PERSON,1,0.00017624250969333803
Schwarzenegger,PRODUCT,1,0.00017624250969333803
Scotland,GPE,1,0.00017624250969333803
Scott,ORG,1,0.00017624250969333803
Scott Lashes Out,PERSON,1,0.00017624250969333803
Screen,ORG,1,0.00017624250969333803
"Screens, Smart Dildos",ORG,1,0.00017624250969333803
SeaWorld,ORG,1,0.00017624250969333803
Seaquarium,GPE,1,0.00017624250969333803
Search for Intelligent Life,ORG,1,0.00017624250969333803
Search for Life,ORG,1,0.00017624250969333803
Seattle,GPE,1,0.00017624250969333803
Second,CARDINAL,1,0.00017624250969333803
Second Amendment,LAW,1,0.00017624250969333803
Second Day,DATE,1,0.00017624250969333803
Secret Neo-Nazi Armies,PERSON,1,0.00017624250969333803
Secret Prisoner Swap,PERSON,1,0.00017624250969333803
Secret Service,ORG,5,0.0008812125484666902
Seeks,PERSON,1,0.00017624250969333803
Sees Clean Victory as Dems Predict Upset,PRODUCT,1,0.00017624250969333803
Seize Taiwan,LOC,1,0.00017624250969333803
Seizes on Pelosi Visit to,ORG,1,0.00017624250969333803
Senate,ORG,19,0.0033486076841734227
Senate Dems Mull Resource Shift,ORG,1,0.00017624250969333803
Sends SOS,PERSON,1,0.00017624250969333803
Seoul,GPE,1,0.00017624250969333803
Sept,CARDINAL,1,0.00017624250969333803
Sept 19,DATE,1,0.00017624250969333803
September,DATE,1,0.00017624250969333803
September Movie Box Office Plummets,ORG,1,0.00017624250969333803
Serbia,GPE,2,0.00035248501938667606
Serena,GPE,1,0.00017624250969333803
Serena,ORG,1,0.00017624250969333803
Serena Williams,PERSON,2,0.00035248501938667606
Set,PERSON,1,0.00017624250969333803
Seven Mile Bridge,QUANTITY,1,0.00017624250969333803
Shakes,PERSON,1,0.00017624250969333803
Shakeup Puts Chuck Todd,PERSON,1,0.00017624250969333803
Shakira,PERSON,1,0.00017624250969333803
Shanghai,GPE,2,0.00035248501938667606
Shapiro,ORG,1,0.00017624250969333803
Shapiro,PERSON,1,0.00017624250969333803
Shark,PERSON,1,0.00017624250969333803
Sharp,ORG,1,0.00017624250969333803
Shift,GPE,1,0.00017624250969333803
Shipwrecks Surface,PERSON,1,0.00017624250969333803
Shootings,GPE,1,0.00017624250969333803
Shootings Soar,PERSON,1,0.00017624250969333803
Shortens Showers,ORG,1,0.00017624250969333803
Shot at Overtaking US Economy at Stake,ORG,1,0.00017624250969333803
Showgirls,ORG,1,0.00017624250969333803
Shows ',PERSON,1,0.00017624250969333803
Shows Grassley,PERSON,1,0.00017624250969333803
Shows Underwater Visuals,WORK_OF_ART,1,0.00017624250969333803
Sierra,ORG,1,0.00017624250969333803
Sierra Nevada,ORG,1,0.00017624250969333803
Sigourney Weaver,PERSON,1,0.00017624250969333803
Silicon Valley,LOC,4,0.0007049700387733521
Silicon Valley Lawyers,LOC,1,0.00017624250969333803
Silicon Valley Slides Back Into 'Bro',LOC,1,0.00017624250969333803
Silicon Valley's,LOC,1,0.00017624250969333803
Simulating Attack,PERSON,1,0.00017624250969333803
Sinema,ORG,1,0.00017624250969333803
Sinema,PERSON,1,0.00017624250969333803
Singapore,GPE,1,0.00017624250969333803
Singaporean,NORP,1,0.00017624250969333803
Siri,PERSON,1,0.00017624250969333803
Six,CARDINAL,1,0.00017624250969333803
Six Weeks,DATE,1,0.00017624250969333803
Skip UN Meeting,GPE,1,0.00017624250969333803
Slamming War,EVENT,1,0.00017624250969333803
Slams Musk,PERSON,1,0.00017624250969333803
Slashers,PRODUCT,1,0.00017624250969333803
Slugs Way,PERSON,1,0.00017624250969333803
Smartphone Fitness Tracker Data,ORG,1,0.00017624250969333803
Smiles Key To Happiness,PERSON,1,0.00017624250969333803
Smoke,ORG,1,0.00017624250969333803
Snip Snip Hooray',PERSON,1,0.00017624250969333803
Snorer,ORG,1,0.00017624250969333803
Snyder,ORG,1,0.00017624250969333803
SoCal,GPE,1,0.00017624250969333803
SoCal,PRODUCT,1,0.00017624250969333803
Soar Across Country,PERSON,1,0.00017624250969333803
Social Activity,ORG,1,0.00017624250969333803
Social Future,ORG,1,0.00017624250969333803
Social Media Liability Draws Supreme Court,ORG,1,0.00017624250969333803
Socialists,NORP,1,0.00017624250969333803
Soldiers Dead,PERSON,1,0.00017624250969333803
Soleimani,NORP,1,0.00017624250969333803
Solomon Islands,GPE,1,0.00017624250969333803
Solomons,WORK_OF_ART,1,0.00017624250969333803
Solve 4 Problems,PRODUCT,1,0.00017624250969333803
Solve Housing Crisis,ORG,1,0.00017624250969333803
South,LOC,2,0.00035248501938667606
South Carolina,GPE,1,0.00017624250969333803
South Jersey,GPE,1,0.00017624250969333803
South Texas,NORP,1,0.00017624250969333803
Southern Cal,PERSON,1,0.00017624250969333803
Southern California,LOC,1,0.00017624250969333803
Southwest,LOC,1,0.00017624250969333803
Soviet,NORP,1,0.00017624250969333803
Space,GPE,1,0.00017624250969333803
Space Without 'Urgent Action,ORG,1,0.00017624250969333803
Spacey,ORG,2,0.00035248501938667606
Spacey Defense Team to Call Actor's,ORG,1,0.00017624250969333803
Spacey Sex Assault Defense:,ORG,1,0.00017624250969333803
Spacey Trial Erupts,ORG,1,0.00017624250969333803
Spaghetti,ORG,1,0.00017624250969333803
Spain,GPE,4,0.0007049700387733521
Spanish,LANGUAGE,1,0.00017624250969333803
Special Master' Bid Drags On,WORK_OF_ART,1,0.00017624250969333803
Spielberg,PERSON,3,0.0005287275290800141
Spoke,PERSON,1,0.00017624250969333803
Sports,GPE,1,0.00017624250969333803
Springsteen,NORP,1,0.00017624250969333803
Squad,ORG,1,0.00017624250969333803
Sri Lanka,GPE,1,0.00017624250969333803
St. Louis,GPE,1,0.00017624250969333803
Stacey Abrams Floats Abortion,PERSON,1,0.00017624250969333803
Stacey Abrams Struggles,PERSON,1,0.00017624250969333803
Stakes Out Ambitions,PERSON,1,0.00017624250969333803
Stanford Finds New Fault Lines,ORG,1,0.00017624250969333803
Stars,MONEY,1,0.00017624250969333803
Start Spending Its,WORK_OF_ART,1,0.00017624250969333803
State,ORG,4,0.0007049700387733521
State Candidates,ORG,1,0.00017624250969333803
State Dept,ORG,1,0.00017624250969333803
States,GPE,1,0.00017624250969333803
Stelter,PERSON,1,0.00017624250969333803
Stephen Miller Subpoenaed,PERSON,1,0.00017624250969333803
Stereotypes,ORG,1,0.00017624250969333803
Steve Job's,PERSON,1,0.00017624250969333803
Steve Jobs,PERSON,1,0.00017624250969333803
Steve Wynn,PERSON,1,0.00017624250969333803
Stockton,GPE,1,0.00017624250969333803
Stone Mountain,ORG,1,0.00017624250969333803
Stony-Faced Chancellor Faces Critics,ORG,1,0.00017624250969333803
Stop QAnon Finger Raising,ORG,1,0.00017624250969333803
Straight Pride',ORG,1,0.00017624250969333803
Strangest,ORG,1,0.00017624250969333803
Stroke,PERSON,1,0.00017624250969333803
Study,LOC,1,0.00017624250969333803
Styles,GPE,1,0.00017624250969333803
Subpoena,ORG,1,0.00017624250969333803
Subs Key to,PERSON,1,0.00017624250969333803
Substantial Criminal Case',WORK_OF_ART,1,0.00017624250969333803
Success,ORG,1,0.00017624250969333803
Suddenly Silent,PERSON,1,0.00017624250969333803
Sue GOOGLE,PERSON,1,0.00017624250969333803
Sues CNN,PERSON,1,0.00017624250969333803
Sues West,PERSON,1,0.00017624250969333803
Suffering Heart Attack,PERSON,1,0.00017624250969333803
Suing Kim,PERSON,1,0.00017624250969333803
Suit,ORG,1,0.00017624250969333803
Summer Movie Season Fizzles Out,ORG,1,0.00017624250969333803
Summer of 2022,DATE,1,0.00017624250969333803
Sun,ORG,1,0.00017624250969333803
Sun Belt,GPE,1,0.00017624250969333803
Sun Belt Is Inflation Epicenter,GPE,1,0.00017624250969333803
Sunday,DATE,2,0.00035248501938667606
Sunshine,ORG,1,0.00017624250969333803
Super AI,PERSON,1,0.00017624250969333803
Super Bowl,ORG,1,0.00017624250969333803
Superhero,ORG,1,0.00017624250969333803
Superman,PERSON,1,0.00017624250969333803
Supersonic,ORG,1,0.00017624250969333803
Superweird Dating,PERSON,1,0.00017624250969333803
Supreme Court,ORG,14,0.0024673951357067326
Supreme Court',ORG,1,0.00017624250969333803
Supreme Court's,ORG,1,0.00017624250969333803
Surge Tends,PERSON,1,0.00017624250969333803
Surge of Overseas Abortion Pills Blunt Bans,ORG,1,0.00017624250969333803
Surveillance State,ORG,1,0.00017624250969333803
Suspects,ORG,3,0.0005287275290800141
Swalwell,PERSON,1,0.00017624250969333803
Swarmed Navy,PERSON,1,0.00017624250969333803
Swastikas,ORG,1,0.00017624250969333803
Sweden,GPE,8,0.0014099400775467042
Swedish,NORP,1,0.00017624250969333803
Sweep,PRODUCT,1,0.00017624250969333803
Sweet Revenge,PERSON,1,0.00017624250969333803
Swing States,GPE,1,0.00017624250969333803
Swiss Govt Scientist,ORG,1,0.00017624250969333803
Switzerland,GPE,2,0.00035248501938667606
